LicenseNumber,LicenseName,CE ID,LicenseType,LicenseStatus,County
95697016138994411312,SILVER STATE CULTIVATION LLC,C001,Retail Cultivation,Active,WASHOE
96039018489825397587,WAVESEER OF LAS VEGAS LLC,C079,Retail Cultivation,Active,CLARK
96417488157624490728,MEDICAL CANNABIS HEALING LLC,P112,Retail Production,Active,CLARK
96811174139333626999,VEGAS VALLEY GROWERS NORTH LLC,P005,Retail Production,Active,Clark
96822610504919713285,TGIG LLC,D048,Retail Dispensary,Active,NYE
97028286992913304766,GTI NEVADA LLC,D099,Retail Dispensary,Active,CARSON CITY
97595215455267957025,DEP OPS NV LLC,T021,Retail Distributor,Active,CLARK
98430516431235510618,NEVADA NATURAL MEDICINES LLC,P028,Retail Production,Non-Operational,NYE
98838912295560620335,NABISIX LLC,T002,Retail Distributor,Active,CLARK
98843691805539755867,NEVADAPURE LLC,T057,Retail Distributor,Active,CLARK
99035327095322531299,LVC D LLC,T089,Retail Distributor,Active,CLARK
99035327095322531323,ACRES DISPENSARY LLC,D208,Retail Dispensary,Active,WHITE PINE
99035327095322531329,ACRES MEDICAL LLC,T012,Retail Distributor,Active,CLARK
99035327095322531357,H & K GROWERS CORP,C197,Retail Cultivation,Active,ELKO
99035327095322531359,BAM T055 LLC,T055,Retail Distributor,Active,CLARK
99035327095322531382,ALTERNATIVE MEDICINE ASSOCIATION LC,T013,Retail Distributor,Active,CLARK
99035327095322531387,PURE GROWERS LLC,C200,Retail Cultivation,Non-Operational,LANDER
99035327095322531388,PURE GROWERS LLC,P137,Retail Production,Non-Operational,LANDER
99035327095322531389,EUPHORIA WELLNESS LLC,T027,Retail Distributor,Active,CLARK
99035327095322531403,VERTICAL HORIZON LLC,C205,Retail Cultivation,Active,ELKO
99035327095322531404,VERTICAL HORIZON LLC,P136,Retail Production,Active,ELKO
99035327095322531407,MILLER FARMS LLC,C189,Retail Cultivation,Active,HUMBOLDT
99035327095322531408,NATURAL MEDICINE LLC,T077,Retail Distributor,Active,CLARK
99035327095322531410,DUNE OPERATING HOLDINGS LLC,C175,Retail Cultivation,Active,CLARK
99035327095322531415,POLARIS WELLNESS CENTER LLC,T068,Retail Distributor,Active,CLARK
99035327095322531417,SILVER SAGE WELLNESS LLC,T074,Retail Distributor,Active,CLARK
99035327095322531423,WELLNESS CONNECTION OF NEVADA LLC,C167,Retail Cultivation,Active,CLARK
99035327095322531424,WELLNESS CONNECTION OF NEVADA LLC,P109,Retail Production,Active,CLARK
99035327095322531433,DEEP ROOTS HARVEST INC,T024,Retail Distributor,Active,Clark
99035327095322531435,MM DEVELOPMENT COMPANY INC,CLA001,Retail Lounge,Active,CLARK
99035327095322531436,CHEYENNE MEDICAL SAMMY DAVIS RD263 LLC,CLA002,Retail Lounge,Active,CLARK
99035327095322531446,TGIG LLC,CLA009,Retail Lounge,Active,CLARK
99035327095322531454,INTERNATIONAL SERVICE AND REBUILDING INC,C211,Retail Cultivation,Active,LYON
99035327095322531455,INTERNATIONAL SERVICE AND REBUILDING INC,P141,Retail Production,Active,LYON
99035327095322531456,MOMS MEDS MANAGEMENT L.L.C.,C203,Retail Cultivation,Active,MINERAL
99035327095322531457,MOMS MEDS MANAGEMENT L.L.C.,P135,Retail Production,Active,MINERAL
99035327095322531458,FTLB LLC,C210,Retail Cultivation,Active,ESMERALDA
99035327095322531459,FTLB LLC,P140,Retail Production,Active,ESMERALDA
99035327095322531467,800 STILLWELL LLC,P058,Retail Production,Active,WASHOE
99035327095322531471,TRUE HARMONY COMPANY LLC,C219,Retail Cultivation,Active,WHITE PINE
99239503170358118250,GLOBAL HARMONY LLC,C002,Retail Cultivation,Active,CLARK
99623073790024492400,ZENERGY ONE LLC,C093,Retail Cultivation,Active,CLARK
99935327095322531205,NV CANN LABS LLC,L001,Retail Laboratory,Active,CLARK
