Shipping,1,FOIAUSDAHempLicensees.pdf
License Status,Expiration Date,License: License Number,Growing State,Account,Shipping Street,Shipping City,Shipping State/Province Zip/Postal Code,Phone,Email,1,FOIAUSDAHempLicensees.pdf
Active,9/10/2022,12_210428,Alabama,Kings That Move,(b)(6),WETUMPKA,Alabama,36092,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2028,01_23-20035,Alabama,AL A & M University/Dr. Ernst Cebert,(b)(6),Hazel Green,Alabama,35750,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,9/29/2024,12_230407,Alabama,Donnie Minton,(b)(6),GADSDEN,Alabama,35904,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Bragg Farming Company dba Bragg,1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000011,Alabama Farms,(b)(6),Toney,Alabama,35773,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Auburn University AL Cooperative,1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-2000088,Alabama Extension System,(b)(6),Auburn,Alabama,36832,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000015,Alabama,Sandlewood Farms,(b)(6),Loxley,Alabama,36551,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,C & R Hemp Company LLC,(b)(6),,1,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000007,Alabama,Anniston,Alabama,36201,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000104,Alabama,"Oscity, LLC/Mike Dow",(b)(6),Brewton,Alabama,36426,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000028,Alabama,Dry Creek Wellness LLC,(b)(6),Glencoe,Alabama,35905,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,Vivan Gaines Johnston V,(b)(6),,1,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000102,Alabama,Bigbee,Alabama,36558,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"Rocky Branch Organics, LLC DBA",1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000005,Alabama Rocky Branch CBD,(b)(6),Woodland,Alabama,36280,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,Troy University/Dr. Zhiyong Wang,(b)(6),,1,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-2000048,Alabama,Troy,Alabama,36082,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"Harrison Hemp Enterprise,",1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000066,Alabama LLC/Kenneth Harrison,(b)(6),Cullman,Alabama,35058,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"Certified Flavors, LLC/Latrenton",1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000063,Alabama Hetherington,(b)(6),Letohatchee,Alabama,36043,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000080,Alabama,"Two Swipe, Inc./Shane Freemon",(b)(6),Cullman,Alabama,35058,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,"The Wemp Co, LLC/Chris Weaver",(b)(6),,1,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000052,Alabama,Orrville,Alabama,36767,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000103,Alabama,"GRB Farms, LLC/Chris Beasley",(b)(6),Hayden,Alabama,35079,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000097,Alabama,Estillfork Hemp/Marcie Bunch,(b)(6),Estillfork,Alabama,35745,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000061,Alabama,"Seedless Green, LLC/Christian Butts",(b)(6),Elberta,Alabama,36530,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"Samson Botanicals, LLC/Justin",1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000014,Alabama Phillips,(b)(6),Samson AL,Alabama,36477,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000085,Alabama,"The Little Pharm, LLC/Ashley Thacker",(b)(6),Somerville,Alabama,35670,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"Culture Valley Farm, LLC/Samuel",1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000092,Alabama Coleman,(b)(6),Elkmont,Alabama,35620,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000058,Alabama,"C2Farms, LLC/Joe Calloway",(b)(6),Clanton,Alabama,35045,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"AC Development, LLC/Addison",1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000035,Alabama Criswell,(b)(6),Kennedy,Alabama,35574,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"Oyster Bay Company, LLC/David",1,FOIAUSDAHempLicensees.pdf
Active,Thompson,(b)(6),,1,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000013,Alabama Fairhope,Alabama,36532,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000093,Alabama,Tabitha Brown,(b)(6),Russellville,Alabama,35654,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000023,Alabama,"Carr Farms, LLC/Jim Lewey",(b)(6),Samson,Alabama,36477,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000051,Alabama,"Kovered Farms, LLC/Kristy McKinney",(b)(6),Pell City,Alabama,35125,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,AL State University/Dr. Ajayi Olufemi,(b)(6),,1,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-2000030,Alabama,Montgomery,Alabama,36106,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000079,Alabama,"Crooked Carrot, LLC/Tracey Feeney",(b)(6),Mobile,Alabama,36695,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"Baked Brothers Co, LLC/Patrick",1,FOIAUSDAHempLicensees.pdf
Active,McCarroll,(b)(6),,1,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000047,Alabama Northport,Alabama,35475,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000064,Alabama,Mary Margaret Long,(b)(6),Madison,Alabama,35756,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000027,Alabama,Jason W. Greene,(b)(6),Aliceville,Alabama,35442,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000050,Alabama,"Fairhope Hemp, LLC/John MacArthur",(b)(6),Fairhope,Alabama,36532,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-2000086,Alabama,University of AL/Lukasz Ciesla,(b)(6),Tuscaloosa,Alabama,35401,(b)(6),(b)(6),1,FOIAUSDAHempLicensees.pdf
"McGruder Farms, LLC/Marie",2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000082,Alabama McGruder,(b)(6),Sawyerville,Alabama,36776,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000107,Alabama,Carter Jackson,(b)(6),Notasulga,Alabama,36866,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
"Gratitude Farms, LLC/Kent",2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000016,Alabama McCaffrey,(b)(6),Hanceville,Alabama,35077,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2024,01_24-4000095,Alabama,"Fire Hemp Co, LLC/Josh Perrymon",(b)(6),Hayden,Alabama,35079,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Tuskegee University/Desmond,2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-2000054,Alabama Mortley,(b)(6),Tuskegee,Alabama,36088,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,"Smithville HOD, LLC/John Lawrence",(b)(6),,2,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000041,Alabama,Prattville,Alabama,36067,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000046,Alabama,Green Up Corp/David Ware,(b)(6),Kellyton,Alabama,35089,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000044,Alabama,Caheen Murphy,(b)(6),Marion,Alabama,36756,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,AL A & M University/Xinhua Xiao,(b)(6),,2,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-2000020,Alabama,Hazel Green,Alabama,35750,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000059,Alabama,"AL Hemp Co, LLC/Chris Johnson",(b)(6),Cullman,Alabama,35055,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-2000026,Alabama,Talladega College/Pamela Brady,(b)(6),Talladega,Alabama,35160,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,Cedarrosa Farm/Donald McMahon,(b)(6),,2,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000149,Alabama,Pine Apple,Alabama,36768,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000036,Alabama,Robert Lester,(b)(6),Dothan,Alabama,36303,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,2/28/2025,01_24-4000106,Alabama,EuJo Essentials LLC/Kerry Jones,(b)(6),Leighton,Alabama,35646,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,L and L Hemp Farm LLC/Chris Layne,(b)(6),,2,FOIAUSDAHempLicensees.pdf
2/28/2025,01_24-4000094,Alabama,Red Bay,Alabama,35582,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,02_0001,Alaska,Ray DePriest,(b)(6),Palmer,Alaska,99645,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,6/10/2025,02_0012,Alaska,Stephen Floyd,(b)(6),"Fairbanks, AK",Alaska,99701,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,Light Properties & Real Estate LLC,(b)(6),,2,FOIAUSDAHempLicensees.pdf
12/31/2024,AZ-G200344,Arizona,Tucson,Arizona,85730,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G190065,Arizona,Skunkworks Hemp LLC,(b)(6),Phoenix,Arizona,85018,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G230004,Arizona,"Big Roots Consulting, LLC",(b)(6),Black Canyon City,Arizona,85324,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,Botanic Wellness USA,(b)(6),,2,FOIAUSDAHempLicensees.pdf
12/31/2024,AZ-G230006,Arizona,Mesa,Arizona,85206,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2025,AZ-G230008,Arizona,NexGen Farm Management Inc.,(b)(6),Yuma,Arizona,85365,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G230009,Arizona,"Oro Verde Farms, LLC",P.O. Box 270,Mesa,Arizona,85211,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,11/21/2024,51_2023_VG1733,Arizona,Charles Johnson,(b)(6),Phoenix,Arizona,85050,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G220422,Arizona,"Recsetar, Matthew",(b)(6),Tucson,Arizona,85750,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G190184,Arizona,Diez Manos LLC,(b)(6),Tucson,Arizona,85730,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-N200319,Arizona,Hemp BioSciences,(b)(6),Tucson,Arizona,85750,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-N230009,Arizona,"Oro Verde Farms, LLC",P.O. Box 270,Mesa,Arizona,85211,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G240000,Arizona,"Citrus 1, LLC",(b)(6),Phoenix,Arizona,85009,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G240001,Arizona,"NFF Farming, LLC",(b)(6),Mesa,Arizona,85204,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G240003,Arizona,Green Leaf Cure LLC,(b)(6),Phoenix,Arizona,85050,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,5/8/2025,08-104467,Arizona,"Pure5 Nutrients Colorado, LLC",(b)(6),Phoenix,Arizona,85022,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G240005,Arizona,"Higharchy Grows, LLC",(b)(6),Show Low,Arizona,85901,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G240006,Arizona,J Three Enterprises LLC,PO Box 838,Yucca,Arizona,86438,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,"Hemp Innovations, LLC",(b)(6),,2,FOIAUSDAHempLicensees.pdf
12/31/2024,AZ-G240009,Arizona,Phoenix,Arizona,85040,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G240008,Arizona,Daniel E Nowell,(b)(6),Anthem,Arizona,85086,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2023,AZ-G220415,Arizona,Classic Baby Vegetables,(b)(6),Yuma,Arizona,85364,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,Chaison Farms,(b)(6),,2,FOIAUSDAHempLicensees.pdf
12/31/2024,AZ-G190293,Arizona,Yuma,Arizona,85365,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G220420,Arizona,"Rao, Eashan",(b)(6),Tucson,Arizona,85742,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G220422,Arizona,Matthew Recsetar,(b)(6),Tucson,Arizona,85750,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,Tribal Farm,(b)(6),,2,FOIAUSDAHempLicensees.pdf
12/31/2024,SCAT-Tribal_Farm,Arizona,Peridot,Arizona,85542,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
"(b)(6), PO BOX",2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G190282,Arizona,University of Arizona 210036,Tucson,Arizona,85721,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Avalon Gardens Slow Foods,2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G190190,"Arizona Enterprises, LLC",P.O. Box 4106,Tubac,Arizona,85646,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Avalon Gardens Slow Foods,2,FOIAUSDAHempLicensees.pdf
Active,"Enterprises, LLC",P.O. Box 4106,,2,FOIAUSDAHempLicensees.pdf
12/31/2024,AZ-N190190,Arizona Tubac,Arizona,85646,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G190245,Arizona,"Desert Soil Hemp, LLC",(b)(6),Buckeye,Arizona,85326,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-N190043,Arizona,Keilthly Williams Transplants,(b)(6),Yuma,Arizona,85364,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,Kush Hemp Farm,(b)(6),,2,FOIAUSDAHempLicensees.pdf
12/31/2024,AZ-G190230,Arizona,Mesa,Arizona,85207,(b)(6),(b)(6),2,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-N200344,Arizona,Light Properties & Real Estate LLC,(b)(6),Tucson,Arizona,85730,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G190087,Arizona,NuLambda I LLC,(b)(6),Cave Creek,Arizona,85331,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G200319,Arizona,Hemp BioSciences,(b)(6),Tucson,Arizona,85750,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,AZ-G220413,Arizona,Platinum Apothecary,(b)(6),Apache Junction,Arizona,85119,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H293,Arkansas,WILD FIRE FARMS LLC,(b)(6),OZAN,Arkansas,71855,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H296,Arkansas,AMBER BOLDRIDGE,(b)(6),ATKINS,Arkansas,72823,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H288,Arkansas,MORFE HEMP LLC,(b)(6),MOUNTAIN PINE,Arkansas,71956,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H239,Arkansas,DIOLOMICS LLC,(b)(6),LITTLE ROCK,Arkansas,72205,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
ARKANSAS AGRICULTURAL,3,FOIAUSDAHempLicensees.pdf
EXPERIMENT STATION - UNIVERSITY,3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H50,Arkansas OF ARKANSAS,(b)(6),FAYETTEVILLE,Arkansas,72704,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,ARKANSAS HEMP GENETICS LLC,(b)(6),,3,FOIAUSDAHempLicensees.pdf
6/30/2025,05_H6,Arkansas,FAYETTEVILLE,Arkansas,72704,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H226,Arkansas,CHEROKEE CREEK FARMS LLC,(b)(6),GENTRY,Arkansas,72734,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H23,Arkansas,MANIFEST HEMP CO,(b)(6),ELKINS,Arkansas,72727,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,NATURES PHAMILY PHARMS LLC,(b)(6),,3,FOIAUSDAHempLicensees.pdf
6/30/2025,05_H168,Arkansas,QUITMAN,Arkansas,72131,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H13,Arkansas,ETHAN HODEK,(b)(6),MARSHALL,Arkansas,72650,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
POINT REMOVE HEMP COMPANY,3,FOIAUSDAHempLicensees.pdf
Active,LLC,(b)(6),,3,FOIAUSDAHempLicensees.pdf
6/30/2025,05_H182,Arkansas ATKINS,Arkansas,72823,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H258,Arkansas,SHEID HEMP FARM LLC,(b)(6),NORFORK,Arkansas,72658,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/30/2025,05_H277,Arkansas,WINSTON COX,(b)(6),BONANZA,Arkansas,72916,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,American Hemp Growers,(b)(6),,3,FOIAUSDAHempLicensees.pdf
12/31/2026,USDA_C56206_0011,Assiniboine & Sioux,HONOLULU,Hawaii,96817,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,USDA_C56206_0001,Assiniboine & Sioux,IND Hemp LLC,(b)(6),Fort Benton,Montana,59442,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,USDA_C56206_0002,Assiniboine & Sioux,Craig Schmitt,(b)(6),Wolf Point,Montana,59201,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,Olfert Cattle Company,(b)(6),,3,FOIAUSDAHempLicensees.pdf
12/31/2024,USDA_C56206_0003,Assiniboine & Sioux,Frazer,Montana,59225,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,USDA_C56206_0004,Assiniboine & Sioux,Randal Reddig,(b)(6),Wolf Point,Montana,59201,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,USDA_C56206_0005,Assiniboine & Sioux,Stentoft & Sons LLC,(b)(6),Poplar,Montana,59255,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/31/2024,USDA_F53417_0001,Bois Forte Band of C Renika Love,(b)(6),Nett Lake,Minnesota,55772,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,5/28/2025,06_490001S,California,"Beacon Enterprises, Inc.",PO BOX 7807,Santa Rosa,California,95407,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,2/2/2025,06_560008G,California,Scott Guerrero,(b)(6),Newbury Park,California,91320,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,12/27/2024,06_370084G,California,Cos B Martin,(b)(6),Temecula,California,92592,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,5/15/2025,06_560006G,California,CBD Pharms Inc.,(b)(6),Tehachapi,California,93561,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,3/14/2025,06_560007G,California,Karin Neely,(b)(6),Moorpark,California,93021,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,3/21/2025,06_049044G,California,Helenarose J Baker,(b)(6),Oroville,California,95965,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,4/19/2025,06_160003G,California,Thomas J Pires,PO BOX 366,Riverdale,California,93656,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,3/2/2025,06_330094G,California,United Coachella Growers,(b)(6),Indio,California,92203,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,4/11/2025,06_510050G,California,3866 Garden LLC,(b)(6),Nicolaus,California,95659,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,5/9/2025,06_100100G,California,Steven W Johnson,(b)(6),Fresno,California,93705,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,Agmart Inc,(b)(6),,3,FOIAUSDAHempLicensees.pdf
5/30/2025,06_049045G,California,Chico,California,95928,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/23/2025,06_570001S,California,MaxGene Bioscience LLC,(b)(6),West Sacramento,California,95691,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/4/2025,06_350032G,California,Russell W Dotson,PO BOX 35,Paicines,California,95043,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,NatFibe Inc,(b)(6),,3,FOIAUSDAHempLicensees.pdf
5/19/2025,06_362701G,California,Hesperia,California,92345,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,6/11/2025,06_510051G,California,Tha Vann,(b)(6),Sutter,California,95982,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,8/29/2025,06_321256G,California,"Organitek, Inc",(b)(6),Beckwourth,California,96129,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,Salk Institute for Biological Studies,(b)(6),,3,FOIAUSDAHempLicensees.pdf
10/24/2024,06_370138S,California,La Jolla,California,92037,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,7/17/2025,06_270003G,California,"Outer Edge Farms, LLC",(b)(6),Salinas,California,93907,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,9/25/2025,06_370070G,California,Donn R Dabbs,(b)(6),Vista,California,92081,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
THE THIRD TRIUMVIRATE HOLDINGS,3,FOIAUSDAHempLicensees.pdf
Active,10/31/2024,920712,California LLC,(b)(6),MALIBU,California,90265,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
Active,5/9/2025,06_070001G,California,"Terpene Belt Farms, LLC",(b)(6),Union City,California,94587,(b)(6),(b)(6),3,FOIAUSDAHempLicensees.pdf
