name,dba,slug,dba_slug,type,is_breeder,is_bank,is_cultivator,is_dispensary,is_academic,url,is_bad_url,reason_code,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,is_licensed,schema_complete,last_verified,verified_by,submitted_at,submitted_by,evidence_url
Dr. Krippling Seeds,,dr-krippling-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Underground,,dr-underground,,,,,,,,http://www.drunderground.com,false,,,,,,,,,,,,,,,,,,,,
Dr Fingerleaf,,dr-fingerleaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragons Flame Genetics,,dragons-flame-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dready Seeds,,dready-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Driftless Genetics LLC,,driftless-genetics-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Driftwood Genetics,,driftwood-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drohammad Seeds,,drohammad-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dry Cuban Genetics,,dry-cuban-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubchase,,dubchase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duffles,,duffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke Diamonds Vault,,duke-diamonds-vault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon Of Dank Genetics,,dungeon-of-dank-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeons Vault Genetics,,dungeons-vault-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duppy Sensi Genetics,,duppy-sensi-genetics,,,,,,,,https://duppysensi.com,false,,,,,,,,,,,,,,,,,,,,
Dutch-Headshop,,dutch-headshop,,,,,,,,https://www.dutch-headshop.nl,false,,,,,,,,,,,,,,,,,,,,
DutchBreed,,dutchbreed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DutchFem,,dutchfem,,,,,,,,http://www.dutchfem.com,false,,,,,,,,,,,,,,,,,,,,
Dutch Flowers,,dutch-flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch Passion,,dutch-passion,,,,,,,,https://www.dutch-passion.com,false,,,,,,,,,,,,,,,,,,,,
Dutch Quality Seeds,,dutch-quality-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutchgrown Seeds,,dutchgrown-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duty Free Seeds,,duty-free-seeds,,,,,,,,https://dutyfreeseeds.com,false,,,,,,,,,,,,,,,,,,,,
DwarvenForged,,dwarvenforged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dying Breed Seeds,,dying-breed-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynasty Seeds,,dynasty-seeds,,,,,,,,http://www.dynastyseeds.com,false,,,,,,,,,,,,,,,,,,,,
E-M Seeds,,e-m-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Craft Biosystems,,earth-craft-biosystems,,,,,,,,https://earthstayer.com,false,,,,,,,,,,,,,,,,,,,,
EarthFire Genetics,,earthfire-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Seeds,,earth-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Witch Seeds,,earth-witch-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earthcare Extracts,,earthcare-extracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earthly Pleasures,,earthly-pleasures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Cultivars,,east-coast-cultivars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Farmers Genetics,,east-coast-farmers-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Genetix,,east-coast-genetix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Seeds,,east-coast-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Island Seeds,,east-island-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastwood Gardens,,eastwood-gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eazy Daze Cultivators,,eazy-daze-cultivators,,,,,,,,https://www.eazydazecutivators.com,false,,,,,,,,,,,,,,,,,,,,
Echelon Gardens,,echelon-gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Clandestino,,el-clandestino,,,,,,,,http://www.elclandestino.nl,false,,,,,,,,,,,,,,,,,,,,
El Jardin de Maria Seeds,,el-jardin-de-maria-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Pampa,,el-pampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elemental Seeds,,elemental-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elev8 Seeds,,elev8-seeds,,,,,,,,http://www.elev8seeds.com,false,,,,,,,,,,,,,,,,,,,,
Elevated Patriot,,elevated-patriot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleventen,,eleventen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite Eighth Genetics,,elite-eighth-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite Ganjah,,elite-ganjah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Mountain Legacy,,emerald-mountain-legacy,,,,,,,,https://www.emeraldmountainlegacy.com,false,,,,,,,,,,,,,,,,,,,,
Emerald Mountain Seeds,,emerald-mountain-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Triangle,,emerald-triangle,,,,,,,,http://www.emeraldtriangleseeds.co.uk,false,,,,,,,,,,,,,,,,,,,,
Emi Indico,,emi-indico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empathic Genetics,,empathic-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire Breeding Co.,,empire-breeding-co,,,,,,,,https://empirebreedingco.com,false,,,,,,,,,,,,,,,,,,,,
Empyrean Seeds,,empyrean-seeds,,,,,,,,https://empyreanseeds.tumblr.com,false,,,,,,,,,,,,,,,,,,,,
Enchanted Seeds,,enchanted-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endless Endeavor Genetics,,endless-endeavor-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energenetics Old World Farm,,energenetics-old-world-farm,,,,,,,,https://energenetics-old-world-farm.com,false,,,,,,,,,,,,,,,,,,,,
Enhanced Genetics Company,,enhanced-genetics-company,,,,,,,,https://secretgardenseeds.org,false,,,,,,,,,,,,,,,,,,,,
Enlightened Genetics,,enlightened-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envy Genetics,,envy-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epicalseeds,,epicalseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epik Genetics,,epik-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equilibrium Genetics,,equilibrium-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erks Genetics,,erks-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskimo Fire,,eskimo-fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskobar Seeds,,eskobar-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethos Genetics,,ethos-genetics,,,,,,,,https://www.ethosgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Eureka Seeds Org,,eureka-seeds-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Female Seeds,,eva-female-seeds,,,,,,,,http://www.evaseeds.com,false,,,,,,,,,,,,,,,,,,,,
Evermore Genetics,,evermore-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evil Bear Genetics,,evil-bear-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evileye Gardens,,evileye-gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evo Geneticas,,evo-geneticas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Genetics,,evolve-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusive Seeds,,exclusive-seeds,,,,,,,,http://www.exclusiveseedscolorado.com,false,,,,,,,,,,,,,,,,,,,,
Exclusive Seeds Bank,,exclusive-seeds-bank,,,,,,,,http://www.exclusiveseedsbank.com,false,,,,,,,,,,,,,,,,,,,,
Exhalt Genetics,,exhalt-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exogen Genetics,,exogen-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exotic Flower Boutique,,exotic-flower-boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exotic Genetix,,exotic-genetix,,,,,,,,http://exoticgenetix.com,false,,,,,,,,,,,,,,,,,,,,
Exotic Herbal Blends,,exotic-herbal-blends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exotic Seed,,exotic-seed,,,,,,,,https://www.exoticseed.eu,false,,,,,,,,,,,,,,,,,,,,
Expert Seeds,,expert-seeds,,,,,,,,http://expertseedbank.com,false,,,,,,,,,,,,,,,,,,,,
Eye of Providence Seeds,,eye-of-providence-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ez Grown,,ez-grown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Élite Seeds,,élite-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabis Finest,,fabis-finest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Ganjah,,family-ganjah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fammabis Farms LLC,,fammabis-farms-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fancy Weed,,fancy-weed,,,,,,,,http://www.Fancyweed.com,false,,,,,,,,,,,,,,,,,,,,
Faricur Grower,,faricur-grower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmer Brown Seeds,,farmer-brown-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmer Fly,,farmer-fly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmer Hayseed,,farmer-hayseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmhouse Genetics,,farmhouse-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast & Furious Seeds,,fast-furious-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast Buds Company,,fast-buds-company,,,,,,,,https://fastbuds.com,false,,,,,,,,,,,,,,,,,,,,
Fat.Budstards,,fatbudstards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat Cat Labs,,fat-cat-labs,,,,,,,,https://fatcatlabs.shop/,false,,,,,,,,,,,,,,,,,,,,
Fatboy Genetics,,fatboy-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatbush Seeds,,fatbush-seeds,,,,,,,,https://fatbushseeds.com,false,,,,,,,,,,,,,,,,,,,,
Fattymcfattfatt,,fattymcfattfatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fear The Rootz Genetics,,fear-the-rootz-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federation Seed Company,,federation-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female Seeds,,female-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fennec Genetics,,fennec-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenocan,,fenocan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrox Kollektiv,,ferrox-kollektiv,,,,,,,,https://ferroxkollektiv.github.io/kollektiv/,false,,,,,,,,,,,,,,,,,,,,
Fidels Seed Co.,,fidels-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Marshall Seeds Collective,,field-marshall-seeds-collective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final Cause,,final-cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finest Medicinal Seeds,,finest-medicinal-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finest Picker Genetics,,finest-picker-genetics,,,,,,,,http://finestpicker.com,false,,,,,,,,,,,,,,,,,,,,
Finola,,finola,,,,,,,,http://finola.fi,false,,,,,,,,,,,,,,,,,,,,
FireFly Genetics,,firefly-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Garden Pharms Genetics,,fire-garden-pharms-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FireMids Genetics,,firemids-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire New Breed Genetics,,fire-new-breed-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Ridge Seed Co,,fire-ridge-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firebudz Genetics,,firebudz-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Draft Genetic,,first-draft-genetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Principles Genetics,,first-principles-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitfriendlyfarmer,,fitfriendlyfarmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Trees,,five-trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiya Farmer,,fiya-farmer,,,,,,,,https://www.fiyafarmer.com,false,,,,,,,,,,,,,,,,,,,,
Flamingoz,,flamingoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flash Seeds,,flash-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavor Chef Genetics,,flavor-chef-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Chasers,,flavour-chasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleur du Mal,,fleur-du-mal,,,,,,,,https://fdmseeds.com,false,,,,,,,,,,,,,,,,,,,,
Flight Time Genetics,,flight-time-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flip Side,,flip-side,,,,,,,,https://flipsideseeds.com,false,,,,,,,,,,,,,,,,,,,,
Flower Bounty Farms,,flower-bounty-farms,,,,,,,,https://www.flowerbountyfarms.com,false,,,,,,,,,,,,,,,,,,,,
FlowerPower Seedbank,,flowerpower-seedbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flying Dutchmen,,flying-dutchmen,,,,,,,,http://www.flyingdutchmen.com,false,,,,,,,,,,,,,,,,,,,,
Flying Genetics,,flying-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbidden Genetics,,forbidden-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest City Seed,,forest-city-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forum Genetics,,forum-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountainhead Seeds,,fountainhead-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foxx Exotics,,foxx-exotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fractal Genetics,,fractal-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fractal Ridge Farms LLC,,fractal-ridge-farms-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frankenseeds,,frankenseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freak Genetics,,freak-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeborn Selections,,freeborn-selections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom Seeds,,freedom-seeds,,,,,,,,http://freedomseeds.com,false,,,,,,,,,,,,,,,,,,,,
Freedom of Seeds,,freedom-of-seeds,,,,,,,,http://freedomofseeds.com,false,,,,,,,,,,,,,,,,,,,,
Freestone Genetics,,freestone-genetics,,,,,,,,http://freestonegenetics.com,false,,,,,,,,,,,,,,,,,,,,
Freeworld Genetics,,freeworld-genetics,,,,,,,,https://freeworldgenetics.com,false,,,,,,,,,,,,,,,,,,,,
French Canna Seeds,,french-canna-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Touch Seeds,,french-touch-seeds,,,,,,,,http://frenchtouchseeds.com,false,,,,,,,,,,,,,,,,,,,,
Fresh Coast Seed Company,,fresh-coast-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frost Brothers,,frost-brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frostpops Genetics,,frostpops-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frosty Mountain Genetics,,frosty-mountain-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruitfull Seeds,,fruitfull-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruity Genetics,,fruity-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Moon Genetics,,full-moon-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Spec Genetics,,full-spec-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fully Cooked Seed Company,,fully-cooked-seed-company,,,,,,,,http://highgradeherb.com,false,,,,,,,,,,,,,,,,,,,,
Funky Specimen,,funky-specimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion Seeds,,fusion-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuzzy Genetics,,fuzzy-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fygspray,,fygspray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fygtree,,fygtree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.I_Genetix,,gi-genetix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.O.A.T Genetics,,goat-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2G Genetix,,g2g-genetix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G13 Labs,,g13-labs,,,,,,,,http://g13labs.com,false,,,,,,,,,,,,,,,,,,,,
GB Strains,,gb-strains,,,,,,,,https://www.growbarato.net,false,,,,,,,,,,,,,,,,,,,,
GG Genetics,,gg-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GK Genetics,,gk-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLK Genetics,,glk-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREASi Genetics,,greasi-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Cannabis,,gabriel-cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gage Green Genetics,,gage-green-genetics,,,,,,,,https://gagegreengroup.com,false,,,,,,,,,,,,,,,,,,,,
Gaia Genetics,,gaia-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxy Genetics,,galaxy-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallows Genetics,,gallows-genetics,,,,,,,,https://gallows-genetics.square.site,false,,,,,,,,,,,,,,,,,,,,
GameStrainz,,gamestrainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gandhi Farms,,gandhi-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganja Farmer,,ganja-farmer,,,,,,,,https://ganjafarmer.com,false,,,,,,,,,,,,,,,,,,,,
Ganja Farmer Seed Company,,ganja-farmer-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GanjaGrimezGenetics,,ganjagrimezgenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GanjaMed,,ganjamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganja Rebel Seeds,,ganja-rebel-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Ablaze Seeds,,garden-ablaze-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden of Dreams Seed Co,,garden-of-dreams-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden of Green,,garden-of-green,,,,,,,,https://gardenofgreen.eu,false,,,,,,,,,,,,,,,,,,,,
Gas Lab Genetics,,gas-lab-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas Reaper Genetics,,gas-reaper-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gator's Garden,,gators-garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gea Seeds,,gea-seeds,,,,,,,,http://Geaseeds.com,false,,,,,,,,,,,,,,,,,,,,
Gecko Seeds,,gecko-seeds,,,,,,,,https://www.geckoseeds.com,false,,,,,,,,,,,,,,,,,,,,
Geek Farms,,geek-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geistgrow,,geistgrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GemSearch Original Dank,,gemsearch-original-dank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeneSeeds Bank,,geneseeds-bank,,,,,,,,http://geneseeds.eu,false,,,,,,,,,,,,,,,,,,,,
GenefinderOG,,genefinderog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genehtik Seeds,,genehtik-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation New Breed Genetics,,generation-new-breed-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generik,,generik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Genetics,,genesis-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetic Designer,,genetic-designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetically Superior Seeds,,genetically-superior-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetics 101,,genetics-101,,,,,,,,http://genetics-101.com,false,,,,,,,,,,,,,,,,,,,,
Genetix Matter,,genetix-matter,,,,,,,,https://genetixmatter.com,false,,,,,,,,,,,,,,,,,,,,
Genofarm Seeds,,genofarm-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GermanBoyGenetiks,,germanboygenetiks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Fox,,ghost-fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GibbsKutz Genetics,,gibbskutz-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gimp Grown Organics,,gimp-grown-organics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gingerbred Genetics,,gingerbred-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glitch Genetics,,glitch-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glorious Genetics,,glorious-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glory,,glory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomes Garden,,gnomes-garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnostic Seeds,,gnostic-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat and Monkey Seeds,,goat-and-monkey-seeds,,,,,,,,https://goatandmonkey.com,false,,,,,,,,,,,,,,,,,,,,
God's Garden Genetics,,gods-garden-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Leaf Gardens,,gold-leaf-gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Temple,,golden-temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenseed,,goldenseed,,,,,,,,http://www.goldenseed.co.uk,false,,,,,,,,,,,,,,,,,,,,
Gonzo Seeds,,gonzo-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Airs,,good-airs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good House Seeds,,good-house-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodfellas Seeds,,goodfellas-seeds,,,,,,,,http://www.goodfellasseeds.com,false,,,,,,,,,,,,,,,,,,,,
Gooey Breeder Seeds,,gooey-breeder-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goonie Genetics,,goonie-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorilla Gas Genetics,,gorilla-gas-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorrilla Grower Seeds,,gorrilla-grower-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Cru Genetics,,grand-cru-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Daddy Purp,,grand-daddy-purp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grandiflora Genetics,,grandiflora-genetics,,,,,,,,https://grandifloragenetics.com,false,,,,,,,,,,,,,,,,,,,,
Grandmas Genetics,,grandmas-genetics,,,,,,,,https://www.grandmasgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Grandpa Buds Seeds,,grandpa-buds-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grasler & Oeler,,grasler-oeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrassOmatic,,grassomatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrassWorx Genetics,,grassworx-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graysin Farms,,graysin-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great North Seed Company,,great-north-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreatScottBuds,,greatscottbuds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Acorns,,green-acorns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Beanz Seeds,,green-beanz-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Blood Genetics,,green-blood-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Bodhi,,green-bodhi,,,,,,,,https://greenbodhi.org,false,,,,,,,,,,,,,,,,,,,,
Green Devil Genetics,,green-devil-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Empress Garden LLC,,green-empress-garden-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Factory Seeds,,green-factory-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Fantasy Seeds,,green-fantasy-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreenFire Genetics,,greenfire-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Frog Seedbank,,green-frog-seedbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Hornet,,green-hornet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green House Seeds,,green-house-seeds,,,,,,,,https://shop.greenhouseseeds.nl,false,,,,,,,,,,,,,,,,,,,,
GreenLabel Seeds,,greenlabel-seeds,,,,,,,,http://greenlabelseeds.com,false,,,,,,,,,,,,,,,,,,,,
Green Light Genetics,,green-light-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Lion Seeds,,green-lion-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Luster Phenos,,green-luster-phenos,,,,,,,,https://www.greenlusterphenos.com,false,,,,,,,,,,,,,,,,,,,,
GreenMan Organic Seeds,,greenman-organic-seeds,,,,,,,,http://www.greenmanorganics.net,false,,,,,,,,,,,,,,,,,,,,
Green Mountain Greenhouse,,green-mountain-greenhouse,,,,,,,,http://www.GreenMountainGreenhouse.com,false,,,,,,,,,,,,,,,,,,,,
Green Mountain Seeds,,green-mountain-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Rose Seeds,,green-rose-seeds,,,,,,,,https://www.greenrosefarms.ca,false,,,,,,,,,,,,,,,,,,,,
Green Sapphire Seed Co,,green-sapphire-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
