name,dba,slug,dba_slug,type,is_breeder,is_bank,is_cultivator,is_dispensary,is_academic,url,is_bad_url,reason_code,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,is_licensed,schema_complete,last_verified,verified_by,submitted_at,submitted_by,evidence_url
Bluedog Genetics,,bluedog-genetics,,,,,,,,http://www.bluedoggenetics.com,false,,,,,,,,,,,,,,,,,,,,
Bluegrass Greenthumb,,bluegrass-greenthumb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluenose Seed Bank,,bluenose-seed-bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluerecluse Genetics,,bluerecluse-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blurred Vision Genetics,,blurred-vision-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmore Genetics,,bmore-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Marley Seeds,,bob-marley-seeds,,,,,,,,http://bobmarleycannabis.com,false,,,,,,,,,,,,,,,,,,,,
Bodhi Seeds,,bodhi-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohemiaseeds,,bohemiaseeds,,,,,,,,http://www.bohemiaseeds.com,false,,,,,,,,,,,,,,,,,,,,
Bomb Seeds,,bomb-seeds,,,,,,,,http://www.bombseeds.nl,false,,,,,,,,,,,,,,,,,,,,
Bone Yard Genetics,,bone-yard-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boneyard Seeds Norcal,,boneyard-seeds-norcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonguru Beans,,bonguru-beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Bob,,boston-bob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botafarm California,,botafarm-california,,,,,,,,http://Botafarmcalifornia.com,false,,,,,,,,,,,,,,,,,,,,
Botaseeds,,botaseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bound By Fire Seed Co.,,bound-by-fire-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Danks,,bradley-danks,,,,,,,,http://www.bdanks.com,false,,,,,,,,,,,,,,,,,,,,
Brain Dead Beans,,brain-dead-beans,,,,,,,,http://www.braindeadbeans.com,false,,,,,,,,,,,,,,,,,,,,
Brain Dead Genetics,,brain-dead-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrainDeathGenetics,,braindeathgenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brain Freeze Seeds,,brain-freeze-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brainstrap Genetics,,brainstrap-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brave Seed Co,,brave-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazilian Seed Company,,brazilian-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breaking Buds Seeds,,breaking-buds-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bred By Woses,,bred-by-woses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bred by 42,,bred-by-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breeder Choice Organisation,,breeder-choice-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breeder Nature,,breeder-nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breeder Seeds Crew,,breeder-seeds-crew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breeders,,breeders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breeders Boutique,,breeders-boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breeders Choice,,breeders-choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brimhall Genetics,,brimhall-genetics,,,,,,,,https://www.brimhallgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Bristol County Cultivars,,bristol-county-cultivars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Columbia Seed Company,,british-columbia-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brothers Grimm,,brothers-grimm,,,,,,,,http://www.brothersgrimmseeds.com,false,,,,,,,,,,,,,,,,,,,,
Brothers In Farms,,brothers-in-farms,,,,,,,,https://bifbeans.com,false,,,,,,,,,,,,,,,,,,,,
Brothers Ink.,,brothers-ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brujo Seeds,,brujo-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckeye Cannabis Co,,buckeye-cannabis-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bud White Genetics,,bud-white-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddha Seeds,,buddha-seeds,,,,,,,,http://www.buddhaseedbank.com,false,,,,,,,,,,,,,,,,,,,,
Budding Industries,,budding-industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulk Seed Bank,,bulk-seed-bank,,,,,,,,http://bulkseedbank.org,false,,,,,,,,,,,,,,,,,,,,
Bulk Seeds,,bulk-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulletproof Genetics,,bulletproof-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullseed Argentina,,bullseed-argentina,,,,,,,,https://bullseedbank.com,false,,,,,,,,,,,,,,,,,,,,
Burning Bush Nurseries,,burning-bush-nurseries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burning River Genetics,,burning-river-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bursty,,bursty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush Brothers Seeds,,bush-brothers-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Bean Birdseeds,,butter-bean-birdseeds,,,,,,,,https://www.butterbeanbirdseed.ca,false,,,,,,,,,,,,,,,,,,,,
Buuda Pharms,,buuda-pharms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzer Organic Seeds,,buzzer-organic-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD Botanic,,cbd-botanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD Crew,,cbd-crew,,,,,,,,http://www.cbdcrew.org,false,,,,,,,,,,,,,,,,,,,,
CBD Plus Buds,,cbd-plus-buds,,,,,,,,http://www.cbdplusbuds.com,false,,,,,,,,,,,,,,,,,,,,
CBD Seeds,,cbd-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFF,,cff,,,,,,,,https://www.happybirdseeds.com,false,,,,,,,,,,,,,,,,,,,,
CH9 Female Seeds,,ch9-female-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAnetics,,chanetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSI Humboldt,,csi-humboldt,,,,,,,,https://humboldtcsi.com,false,,,,,,,,,,,,,,,,,,,,
CabbagePaps,,cabbagepaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabin Fever Seed Breeders,,cabin-fever-seed-breeders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet of Curiosities Seeds,,cabinet-of-curiosities-seeds,,,,,,,,https://CabinetOfCuriositiesSeeds.com,false,,,,,,,,,,,,,,,,,,,,
Cajun Style Genetics LLC,,cajun-style-genetics-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalCo Genetics,,calco-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cali Kush Farms,,cali-kush-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibiza Seeds,,calibiza-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Breeders Association,,california-breeders-association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Connoisseur Genetics,,california-connoisseur-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Seed Farm,,california-seed-farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Califrosty,,califrosty,,,,,,,,https://califrosty.com,false,,,,,,,,,,,,,,,,,,,,
Califunkyuh,,califunkyuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calyx Bros. Seed Co.,,calyx-bros-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp Exotic,,camp-exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Bred Seeds,,canadian-bred-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Cannabis Genetics,,canadian-cannabis-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Seed Lab,,canadian-seed-lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canapantica,,canapantica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canarifornia Genetics,,canarifornia-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannaBeans Genetics,,cannabeans-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannaCurls Genetics,,cannacurls-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canna Thai Seeds,,canna-thai-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CannaVenture Seeds,,cannaventure-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabeizein,,cannabeizein,,,,,,,,http://cannabeizein.org,false,,,,,,,,,,,,,,,,,,,,
Cannabella Genetics,,cannabella-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabill-ized Seeds,,cannabill-ized-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabinopathic Conceptions,,cannabinopathic-conceptions,,,,,,,,http://Cannabinopathicconceptions.com,false,,,,,,,,,,,,,,,,,,,,
Cannabiogen,,cannabiogen,,,,,,,,http://www.cannabiogen.com,false,,,,,,,,,,,,,,,,,,,,
Cannabiotix,,cannabiotix,,,,,,,,https://www.cannabiotix.com,false,,,,,,,,,,,,,,,,,,,,
Cannabis 42°,,cannabis-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabis Family Seeds,,cannabis-family-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabis Genetics,,cannabis-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabis Research Seed Co,,cannabis-research-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabis Seeds USA,,cannabis-seeds-usa,,,,,,,,https://cannabis-seed.us,false,,,,,,,,,,,,,,,,,,,,
Cannafari,,cannafari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannapot,,cannapot,,,,,,,,https://www.cannapot.com,false,,,,,,,,,,,,,,,,,,,,
Cannarado Genetics,,cannarado-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannaseur Seedbank,,cannaseur-seedbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannavore Selections,,cannavore-selections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canuk Seeds,,canuk-seeds,,,,,,,,https://www.canukseeds.com,false,,,,,,,,,,,,,,,,,,,,
Canyon Candy Seed,,canyon-candy-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricorn Seed Company,,capricorn-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Seeds,,captain-seeds,,,,,,,,https://captainseeds.com,false,,,,,,,,,,,,,,,,,,,,
Capulator,,capulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpathians Seeds,,carpathians-seeds,,,,,,,,http://carpathians-seeds.com,false,,,,,,,,,,,,,,,,,,,,
Cartel Seeds,,cartel-seeds,,,,,,,,http://cartelseeds.com,false,,,,,,,,,,,,,,,,,,,,
CashOnlyCannabis,,cashonlycannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst Creations,,catalyst-creations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caña de España,,caña-de-españa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celestial Seeds,,celestial-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centennial Seeds,,centennial-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceres Seeds,,ceres-seeds,,,,,,,,http://www.ceresseeds.com,false,,,,,,,,,,,,,,,,,,,,
ChEM Lab,,chem-lab,,,,,,,,https://www.chemmalab.com,false,,,,,,,,,,,,,,,,,,,,
Chantico Seed CO,,chantico-seed-co,,,,,,,,http://chanticoseeds.com,false,,,,,,,,,,,,,,,,,,,,
Charlies Farm Seeds,,charlies-farm-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheese Gang Seeds,,cheese-gang-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheesensugar,,cheesensugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chef's Genetix,,chefs-genetix,,,,,,,,http://www.Chefsgenetix.com,false,,,,,,,,,,,,,,,,,,,,
Chef Grow Genetics,,chef-grow-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChenGEN,,chengen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherubinos,,cherubinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chim Chiminey Genetics,,chim-chiminey-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimera Seeds,,chimera-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chosen Few Genetics,,chosen-few-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christiania Seedbank,,christiania-seedbank,,,,,,,,http://www.christianiaseedbank.com,false,,,,,,,,,,,,,,,,,,,,
Chrome Seeds,,chrome-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic Logical,,chronic-logical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clandestino Seeds,,clandestino-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Seeds,,classic-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater Genetics,,clearwater-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clip & Clap,,clip-clap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clone Only Strains,,clone-only-strains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clone Quest,,clone-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closetcats,,closetcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud Capped Seeds,,cloud-capped-seeds,,,,,,,,https://cloudcappedseeds.com,false,,,,,,,,,,,,,,,,,,,,
Cloudz Seed Co.,,cloudz-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalition Seed Co,,coalition-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coast Genetics,,coast-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Seed Co,,coastal-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coldwater,,coldwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia Genomic,,colombia-genomic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Seed Inc.,,colorado-seed-inc,,,,,,,,https://coloradoseedinc.com,false,,,,,,,,,,,,,,,,,,,,
Colors by Cultivar,,colors-by-cultivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Genetics,,compass-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound Genetics,,compound-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concrete Jungle Seeds,,concrete-jungle-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connoisseur Genetics,,connoisseur-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conscious Genetics,,conscious-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Group Genetics,,control-group-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie Chris Genetics,,cookie-chris-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie Fam Genetics,,cookie-fam-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cool Beans Seeds,,cool-beans-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coool Beans,,coool-beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa Genetics,,copa-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen Seed Company,,copenhagen-seed-company,,,,,,,,http://cphseeds.com,false,,,,,,,,,,,,,,,,,,,,
CopyCat Seeds,,copycat-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copycat Genetix,,copycat-genetix,,,,,,,,https://copycatgenetixx.com,false,,,,,,,,,,,,,,,,,,,,
Corralitos seed co,,corralitos-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosa Seed Co,,cosa-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmic Wisdom,,cosmic-wisdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Seeds,,costa-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coulter Family Farms,,coulter-family-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Line Genetics,,county-line-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covert Genetics,,covert-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crab Collective,,crab-collective,,,,,,,,https://www.crabcollective.com,false,,,,,,,,,,,,,,,,,,,,
Craft Cannabis of Vermont,,craft-cannabis-of-vermont,,,,,,,,http://www.vtcraftcannabis.org/,false,,,,,,,,,,,,,,,,,,,,
Crane City Cannabis,,crane-city-cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crate Digger Seeds,,crate-digger-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crazy Diamonds Seed Company,,crazy-diamonds-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crazy X Seeds,,crazy-x-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cream Crop Co.,,cream-crop-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cream of the Crop Seeds,,cream-of-the-crop-seeds,,,,,,,,http://creamofthecropseeds.com,false,,,,,,,,,,,,,,,,,,,,
Crescendo Genetics,,crescendo-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crickets and Cicada Seeds,,crickets-and-cicada-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Mass Collective,,critical-mass-collective,,,,,,,,http://www.criticalmasscollective.com,false,,,,,,,,,,,,,,,,,,,,
Croatoan Seeds,,croatoan-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crockett Family Farms,,crockett-family-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cronic & Caviar,,cronic-caviar,,,,,,,,https://www.chroniccaviar.com,false,,,,,,,,,,,,,,,,,,,,
Cronja,,cronja,,,,,,,,https://www.cronjaculture.com,false,,,,,,,,,,,,,,,,,,,,
Crop Circle Genetics,,crop-circle-genetics,,,,,,,,http://www.cropcirclegenetics.co,false,,,,,,,,,,,,,,,,,,,,
Crop King Seeds,,crop-king-seeds,,,,,,,,http://www.cropkingseeds.com,false,,,,,,,,,,,,,,,,,,,,
Cryptic Labs,,cryptic-labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cult. Six16,,cult-six16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cult Classics Seeds,,cult-classics-seeds,,,,,,,,http://www.cultclassicsseeds.com,false,,,,,,,,,,,,,,,,,,,,
Cultivated Choice Genetics,,cultivated-choice-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultivators Choice,,cultivators-choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cult of Dank,,cult-of-dank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Crosses,,curtis-crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D's Nuts Grow,,ds-nuts-grow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D+Calidad Seeds,,dcalidad-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Short,,dj-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNA Genetics Seeds,,dna-genetics-seeds,,,,,,,,http://www.dnagenetics.com,false,,,,,,,,,,,,,,,,,,,,
DSP Genetics,,dsp-genetics,,,,,,,,https://dspgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Da Bean Co.,,da-bean-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaHood Urban Seeds,,dahood-urban-seeds,,,,,,,,http://dahoodurbanseeds.com,false,,,,,,,,,,,,,,,,,,,,
Dabbsfordads,,dabbsfordads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dampkring Seed Bank,,dampkring-seed-bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dane Strains,,dane-strains,,,,,,,,http://danestrains.dk,false,,,,,,,,,,,,,,,,,,,,
Dank Breeds,,dank-breeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dank Flow Genetics,,dank-flow-genetics,,,,,,,,https://dankflowgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Dank Genetics,,dank-genetics,,,,,,,,http://www.dankgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Dank House Seeds,,dank-house-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DankHunters Seed Co,,dankhunters-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankensteins Lab,,dankensteins-lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankmatter Genetics,,dankmatter-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankonomics Genetics,,dankonomics-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danky Dankster Seed Co.,,danky-dankster-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Horse Genetics,,dark-horse-genetics,,,,,,,,http://www.darkhorsegenetics.com,false,,,,,,,,,,,,,,,,,,,,
Dark Side Genetics,,dark-side-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkarts Labs,,darkarts-labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darwin Seeds,,darwin-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawg Star,,dawg-star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1 Genetics,,day-1-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Sjamaan,,de-sjamaan,,,,,,,,http://www.sjamaan.com,false,,,,,,,,,,,,,,,,,,,,
Dead By Dawn Genetics,,dead-by-dawn-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeadRabbit Genetix,,deadrabbit-genetix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Ellum Seed Company,,deep-ellum-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Space Creations,,deep-space-creations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defiant Creations,,defiant-creations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delicatessen,,delicatessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delicious Seeds,,delicious-seeds,,,,,,,,http://www.deliciousseeds.com,false,,,,,,,,,,,,,,,,,,,,
Delta 9 Labs,,delta-9-labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deluxe Seeds,,deluxe-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demonic Genetics,,demonic-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denverdoggy,,denverdoggy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derg Corra Collective,,derg-corra-collective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desert King Mountain High Seed Co.,,desert-king-mountain-high-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Rock Genetics,,diamond-rock-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Genetics,,digital-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinafem,,dinafem,,,,,,,,https://www.dinafem.org,false,,,,,,,,,,,,,,,,,,,,
Dino Party,,dino-party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirt Farmer Genetics,,dirt-farmer-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirtbag Seed Co.,,dirtbag-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty Bird Genetics,,dirty-bird-genetics,,,,,,,,https://www.dirtybirdgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Dirty Water Organics,,dirty-water-organics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty Worms Farm,,dirty-worms-farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dispensario Seeds,,dispensario-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Genetics,,divine-genetics,,,,,,,,https://www.divinegenetics.com,false,,,,,,,,,,,,,,,,,,,,
Divine Seeds,,divine-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dixie Underground Blends,,dixie-underground-blends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dizzy Duck Seeds,,dizzy-duck-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dman Seeds,,dman-seeds,,,,,,,,http://www.dmanseeds.ca,false,,,,,,,,,,,,,,,,,,,,
Doc's Dank Seeds,,docs-dank-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctor's Choice,,doctors-choice,,,,,,,,https://doctorschoice.farm,false,,,,,,,,,,,,,,,,,,,,
Doctor Psicote 422,,doctor-psicote-422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog Pound Genetic's,,dog-pound-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dojo Seed Co.,,dojo-seed-co,,,,,,,,https://dojoseedco.com,false,,,,,,,,,,,,,,,,,,,,
Dolla Seedz,,dolla-seedz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominion Seed Company,,dominion-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domus Seeds,,domus-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Avalanche Seeds,,don-avalanche-seeds,,,,,,,,https://www.donavalancheseeds.com,false,,,,,,,,,,,,,,,,,,,,
Dopamine Seeds,,dopamine-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dope Seeds,,dope-seeds,,,,,,,,https://www.dopeseeds.de,false,,,,,,,,,,,,,,,,,,,,
Doug's Nugs,,dougs-nugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Atomic Seeds,,dr-atomic-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Blaze,,dr-blaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Cilantro Genetics,,dr-cilantro-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Genetics,,dr-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Greenthumb,,dr-greenthumb,,,,,,,,http://www.drgreenthumb.com,false,,,,,,,,,,,,,,,,,,,,
Dr. Grow's Productions,,dr-grows-productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Hemps Seeds,,dr-hemps-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
