"Record Type Code","Record Type","License Type","Business Entity Type","Status","County","State"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Lamar","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tate","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tallahatchie","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Coahoma","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","George","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tate","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","FL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","George","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","AR"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tallahatchie","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Quitman","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Kemper","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","TX"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jones","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Scott","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Leake","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","OK"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","RI"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Forrest","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Marshall","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","FL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Itawamba","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","DE"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Leake","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Warren","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yalobusha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","TN"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tunica","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Itawamba","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Itawamba","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hancock","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Marshall","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Bolivar","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Bolivar","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","CO"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Monroe","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Clay","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Forrest","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Forrest","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","AL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Warren","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hancock","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","CA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Grenada","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Montgomery","TX"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yalobusha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Leake","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pearl River","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yalobusha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pearl River","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Attala","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Itawamba","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Warren","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jasper","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Expired","Lamar","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jones","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Clay","FL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Forrest","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yazoo","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Greene","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Alcorn","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","AL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","TX"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tate","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Stone","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","AR"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","MI"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","FL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","MI"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Copiah","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Scott","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Leake","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Oktibbeha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Simpson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Bolivar","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Adams","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","TN"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Bolivar","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yalobusha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yalobusha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pontotoc","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yalobusha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Marshall","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tate","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yazoo","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lincoln","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jefferson","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jefferson","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","FL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pontotoc","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Forrest","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pike","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Forrest","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Copiah","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Copiah","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Submitted","Stone","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Oktibbeha","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Pearl River","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Holmes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tunica","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","CO"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Copiah","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Clay","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Yazoo","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","TN"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hancock","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Forrest","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Neshoba","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","CO"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Scott","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Panola","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Warren","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Neshoba","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","TN"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Adams","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Out of State","AL"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Clarke","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lafayette","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Kemper","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Clarke","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Simpson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Washington","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Madison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","MI"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Simpson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Rankin","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Warren","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","MI"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","MI"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","MD"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","CO"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Harrison","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Warren","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jefferson Davis","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lincoln","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","DeSoto","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Out of State","LA"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Warren","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lowndes","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Scott","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Copiah","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lee","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Lauderdale","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Denied","Hinds","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Jackson","MS"
"MS-DOH-NAR","New Work Permit (Agents)",,,"Approved","Tate","MS"
