"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PC-000519","Provisioning Center - License","Hyde Holdings","8052 E 8 Mile RD, Detroit MI 48234","10/14/2024","Closed","Approved","Public Documents Available",
"PC-000513","Provisioning Center - License","The Botanical Co.","3535 Capital City BLVD, Lansing MI 48906","10/14/2023","Closed",,,
"PC-000476","Provisioning Center - License","The Pure Lapeer, LLC","224 E. Center ST, Alma MI 48801","06/06/2021","Closed",,"Public Documents Available",
"GR-A-000137","Class A Grower – License","Malmedy LLC","23227 Schoenherr RD, Warren MI 48089","10/13/2023","Closed",,"Public Documents Available",
"PR-000128","Processor - License","Canna Bee Extracts LLC","741 Brady ST, Chesaning MI 48616","10/12/2024","Closed",,"Public Documents Available",
"ERG-002708","Entity Prequalification","Pink Dragon, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000509","Provisioning Center - License","Consume Cannabis Harrisville","305 N State Street, Harrisville MI 48740","10/09/2025","Closed","Approved","Public Documents Available",
"PC-000517","Provisioning Center - License","Your Buds","877 E 8 Mile RD, Hazel Park MI 48030","10/07/2024","Closed","Approved","Public documents available",
"PC-000505","Provisioning Center - License","Spark Cannabis Company","1345 Prospect AVE, Caro MI 48723","10/09/2026","Active","Approved",,
"GR-A-000139","Class A Grower – License","Green Harvest Farms","1900 W Main ST, Ionia MI 48846","10/09/2025","Closed",,,
"GR-C-000099","Class C Grower – License","Green Labs, LLC","9623 Skyline Industrial DR, Morenci MI 49256","10/08/2026","Active",,"Public Documents Available",
"GR-C-000561","Class C Grower – License","Verde Valley Cana","13159 Stephens, Warren MI 48089","10/08/2026","Active",,"Public Documents Available",
"GR-C-000435","Class C Grower – License","MEM Gardens LLC","346 Logan ST, Adrian MI 49221","10/08/2024","Closed",,,
"GR-A-000136","Class A Grower – License","CCG Holdings Group, LLC","3049 South Dog Track RD, Baldwin MI 49304","10/07/2021","Closed",,"Public Documents Available",
"PC-000514","Provisioning Center - License","High Profile Boutique Cannabis","2301 44th SE ST Unit 2317, 2321, Grand Rapids MI 49508","10/07/2022","Closed","Approved",,
"ST-000058","Secure Transporter - License","GSTM LLC","25600 Henry B Joy BLVD, Harrison Township MI 48045","10/06/2024","Closed",,"Public Documents Available",
"GR-C-000552","Class C Grower – License","Hayat Quality Provisioning I, Inc.","523 West 9 Mile RD Suite A, Hazel Park MI 48030","10/07/2024","Closed",,"Public Documents Available",
"GR-C-000551","Class C Grower – License","Hayat Quality Provisioning I, Inc.","523 West 9 Mile RD Suite A, Hazel Park MI 48030","10/07/2024","Closed",,"Public Documents Available",
"GR-C-000553","Class C Grower – License","Hayat Quality Provisioning I, Inc.","523 West 9 Mile RD Suite A, Hazel Park MI 48030","10/07/2024","Closed",,"Public Documents Available",
"PC-000034","Provisioning Center - License","Stay Lifted","1291 Falahee RD, Jackson MI 49203","10/05/2023","Closed",,,
"PC-000194","Provisioning Center - License","Lindzy's Medz","1960 W Hemphill RD, Flint MI 48507","10/05/2026","Active","Approved",,
"PC-000510","Provisioning Center - License","CANNABAY","1321 N Sherman ST, Bay City MI 48708","10/02/2021","Closed","Approved",,
"GR-C-000571","Class C Grower – License","Armistice","9286 N Saginaw RD, Mount Morris MI 48458","10/02/2022","Closed - Suspended",,"Public Documents Available",
"GR-C-000563","Class C Grower – License","Leaf and Bud","14470 Livernois AVE Suite D, Detroit MI 48238","10/02/2022","Closed",,"Public Documents Available",
"PR-000158","Processor - License","BR Laboratory of Chesaning, LLC","795 Eden WAY Suite B, Chesaning MI 48616","10/02/2022","Closed",,"Public Documents Available",
"GR-C-000582","Class C Grower – License","Gage Cannabis Company","391 Midland RD, Bay City MI 48706","07/30/2026","Active",,,
"GR-C-000581","Class C Grower – License","Gage Cannabis Company","391 Midland RD, Bay City MI 48706","07/30/2026","Active",,,
"GR-C-000580","Class C Grower – License","Gage Cannabis Company","391 Midland RD, Bay City MI 48706","07/30/2026","Active",,,
"GR-C-000482","Class C Grower – License","Harbor Country Cannabis","17817 Nye RD, Galien MI 49113","10/02/2024","Closed",,"Public Documents Available",
"GR-C-000281","Class C Grower – License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","10/01/2022","Closed",,,
"GR-A-000113","Class A Grower – License","Hi Cannabis","40739 Irwin DR, Harrison Township MI 48045","09/30/2025","Closed",,"Public Documents Available",
"GR-A-000106","Class A Grower – License","True Organics, LLC","52785 County Road 384, Grand Junction MI 49056","09/28/2022","Closed",,,
"GR-C-000132","Class C Grower – License","HG Lansing, LLC","1202 E Oakland AVE, Lansing MI 48906","01/04/2021","Closed",,,
"PR-000047","Processor - License","Waypoint Industries","54341 M43 HWY, Bangor MI 49013","06/14/2025","Closed",,"Public Documents Available",
"PR-000146","Processor - License","Redbud Roots Lab IV, LLC","455 Post RD, Buchanan MI 49107","12/07/2026","Active",,,
"PC-000515","Provisioning Center - License","Rair","3772 Wilder RD, Bay City MI 48706","10/08/2022","Closed","Approved","Public Documents Available",
"PC-000508","Provisioning Center - License","JARS Cannabis","11347 W Jefferson AVE, River Rouge MI 48218","09/23/2026","Closed","Approved",,
"GR-A-000127","Class A Grower – License","Swift Cultivation, L.L.C.","2105 N Burdick ST, Kalamazoo MI 49007","09/22/2021","Closed",,,
"PC-000310","Provisioning Center - License","Pure Canna Michigan","5829 Executive DR Suite A, Lansing MI 48911","09/18/2023","Closed",,,
"GR-C-000424","Class C Grower – License","AMEDMA","1250 Commerce DR, Farwell MI 48622","09/18/2022","Closed",,,
"GR-C-000562","Class C Grower – License","Goldkine","14401 Frazho RD, Warren MI 48089","05/28/2026","Active",,"Public Documents Available",
"ERG-002254","Entity Prequalification","MPM-P Marshall LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002671","Entity Prequalification","Madhaus LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000503","Provisioning Center - License","Ascend Cannabis Group","2741 28th SE ST, Grand Rapids MI 49512","07/29/2026","Active","Approved","Public Documents Available",
"GR-A-000138","Class A Grower – License","Hazy Farms","2642 Princess ST, Inkster MI 48141","09/11/2022","Closed",,,
"PC-000504","Provisioning Center - License","KMG Ventures, LLC","775 S. Huron RD Suite A, Linwood MI 48634","09/10/2021","Closed",,,
"PR-000160","Processor - License","MEDIQ Laboratories","775 S Huron RD Suite B, Linwood MI 48634","09/10/2026","Active",,"Public Documents Available",
"GR-C-000445","Class C Grower – License","NOBO Michigan LLC","900 Alreco RD, Benton Harbor MI 49022","06/02/2022","Closed",,,
"GR-A-000128","Class A Grower – License","Session Farms LLC","801 McKinch DR, Saranac MI 48881","09/04/2025","Closed",,,
"GR-C-000451","Class C Grower – License","NOBO","900 Alreco RD, Benton Harbor MI 49022","06/02/2025","Closed",,"Public Documents Available",
"GR-C-000543","Class C Grower – License","Pure, LLC","825 E Crosstown PKWY, Kalamazoo MI 49001","09/03/2022","Closed",,"Public Documents Available",
"PC-000502","Provisioning Center - License","Green Bronco II, LLC","5747 S Westnedge AVE, Portage MI 49002","09/02/2022","Closed",,,
"PC-000477","Provisioning Center - License","7Engines","1101 East Front ST, Buchanan MI 49107","09/02/2023","Closed - Suspended",,"Public Documents Available",
"GR-C-000114","Class C Grower – License","Agronomos, LLC","2520 22nd ST, Detroit MI 48216","09/02/2022","Closed",,,
"GR-A-000094","Class A Grower – License","Lake State Canna Company","1125 Case ST, Lansing MI 48906","09/02/2022","Closed",,,
"PR-000150","Processor - License","Authentic 231","5130 Collins RD Bldg C, Manistee MI 49660","08/31/2026","Active",,"Public Documents Available",
"PC-000501","Provisioning Center - License","Gatsby Cannabis of Portage","2401 E Milham AVE, Portage MI 49002","08/19/2022","Closed","Approved",,
"GR-A-000135","Class A Grower – License","Diamond Cut Farms","3208 Patterson RD, Bay City MI 48706","08/27/2022","Closed",,,
"PC-000481","Provisioning Center - License","Cloud Cannabis Company","1760 Plymouth RD, Ann Arbor MI 48105","08/26/2022","Closed","approved","Public Documents Available",
"GR-B-000018","Class B Grower – License","Premier Grow","12747 Stout ST, Detroit MI 48223","08/26/2023","Closed",,"Public Documents Available",
"GR-B-000011","Class B Grower – License","Heavenly Harvest Cultivators, Inc.","28868 94th AVE, Marcellus MI 49067","08/25/2021","Closed",,,
"PC-000328","Provisioning Center - License","Fire Creek","846 E. Columbia AVE, Battle Creek MI 49014","08/24/2022","Closed",,"Public Documents Available",
"GR-A-000026","Class A Grower – License","CannaSelect","20349 Waldo RD, Chelsea MI 48118","08/24/2024","Revoked",,"Public Documents Available",
"PC-000497","Provisioning Center - License","Burton Cannabis Company","3365 Associates DR, Burton MI 48529","08/21/2024","Closed","Approved",,
"GR-C-000434","Class C Grower – License","Thumb Genetics, LLC","2110 S Washington AVE Suite 57E, Lansing MI 48910","08/20/2022","Closed",,"Public Documents Available",
"GR-C-000373","Class C Grower – License","Lake Life Farms","10350 Harvest Park RD Suite B, Dimondale MI 48821","08/20/2025","Closed",,,
"PC-000500","Provisioning Center - License","Mint Cannabis","730 E Cork ST, Kalamazoo MI 49001","08/19/2021","Closed",,,
"GR-C-000515","Class C Grower – License","Jade Collection of Morenci","9081 Skyline Industrial DR, Morenci MI 49256","08/18/2024","Closed",,,
"ERG-002427","Entity Prequalification","Shiv Leela, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000435","Provisioning Center - License","Timber Cannabis Co.","313 W. Laketon AVE, Muskegon MI 49441","08/18/2022","Closed","Approved",,
"GR-A-000120","Class A Grower – License","Old 27 Buds Etc., LLC","292 Spires PKWY, Tekonsha MI 49092","08/17/2021","Closed",,,
"PC-000482","Provisioning Center - License","The Botanist Michigan","8287 Southfield FWY, Detroit MI 48228","08/12/2022","Closed",,"Public Documents Available",
"SC-000021","Safety Compliance - License","Oxford Natural Labs","4433 Manchester RD Suite B, Kalamazoo MI 49001","08/12/2022","Closed",,"Public Documents Available",
"PC-000478","Provisioning Center - License","The Hempire Collective","10143 N Loomis RD, Clare MI 48617","11/25/2026","Active","Approved",,
"GR-C-000554","Class C Grower – License","Freedom Green Farms, LLC","1689 Enterprise DR, Kalkaska MI 49646","08/13/2022","Closed",,"Public Documents Available",
"GR-C-000475","Class C Grower – License","Gage Cannabis Company","391 Midland RD, Bay City MI 48706","07/30/2026","Active",,,
"PC-000374","Provisioning Center - License","Herbology","314 Munson AVE, Traverse City MI 49686","03/21/2023","Closed",,,
"PC-000486","Provisioning Center - License","Green Pharm Kalkaska","764 S Cedar ST, Kalkaska MI 49646","04/21/2024","Closed","Approved","Public Documents Available",
"GR-A-000071","Class A Grower – License","Holy Smokes Farms","2150 Apollo DR, Lansing MI 48906","08/11/2021","Closed",,,
"GR-C-000542","Class C Grower – License","GOGI LLC","651 Eden WAY, Chesaning MI 48616","08/11/2026","Active",,,
"PC-000496","Provisioning Center - License","Dacut","12668 Gratiot, Detroit MI 48205","08/11/2024","Closed","Approved","Public Documents Available",
"PR-000149","Processor - License","Sugarleaf SL, LLC","21445 Hoover RD Suite 302, Warren MI 48089","08/07/2021","Closed",,"Public Documents Available",
"PC-000489","Provisioning Center - License","Bloom City Club","1193 E Michigan Ave, Battle Creek MI 49014","08/07/2021","Closed","Approved",,
"PR-000155","Processor - License","Lume Cannabis Co.","9741 S Industrial Park DR, Evart MI 49631","03/21/2027","Active",,,
"GR-A-000129","Class A Grower – License","Canna Broz","15403 Sharon RD Unit A, Chesaning MI 48616","08/06/2021","Closed",,,
"GR-A-000091","Class A Grower – License","Riverside Grow, LLC","4770 N Old 27, Frederic MI 49733","08/06/2021","Closed",,,
"GR-C-000555","Class C Grower – License","AHKI Canna","822 Schuster AVE Suite A, Kalamazoo MI 49001","08/05/2025","Closed",,"Public Documents Available",
"PR-000022","Processor - License","Country Boy Farms, LLC","1117 N Main ST, Chesaning MI 48616","07/22/2023","Closed - Suspended",,"Public Documents Available",
"GR-C-000547","Class C Grower – License","Green Standard Cultivation, LLC","55880 72nd AVE, Lawrence MI 49064","07/24/2021","Closed",,,
"PC-000465","Provisioning Center - License","First Class Cannabis Co.","2515 N Grand River AVE, Lansing MI 48906","08/03/2023","Closed",,"Public Documents Available",
"PR-000153","Processor - License","Larren Investments, LLC","1356 Imlay City RD, Lapeer MI 48446","08/09/2021","Closed",,,
"GR-C-000500","Class C Grower – License","One Garden","23775 Hoover RD, Warren MI 48089","12/19/2026","Active",,,
"GR-C-000156","Class C Grower – License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2026","Closed",,"Public Documents Available",
"GR-C-000155","Class C Grower – License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2026","Closed",,"Public Documents Available",
"GR-C-000154","Class C Grower – License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2026","Closed",,"Public Documents Available",
"GR-C-000153","Class C Grower – License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2026","Closed",,"Public Documents Available",
"GR-A-000111","Class A Grower – License","Munchy Farms LLC","4550 Wayne RD, Springfield MI 49037","07/30/2022","Closed",,"Public Documents Available",
"GR-C-000501","Class C Grower – License","One Garden","23775 Hoover RD, Warren MI 48089","12/19/2026","Active",,,
"GR-C-000499","Class C Grower – License","One Garden","23775 Hoover RD, Warren MI 48089","12/19/2026","Active",,,
"PC-000485","Provisioning Center - License","Dunegrass Co.","28 Arthur ST, Manistee MI 49660","07/23/2022","Closed",,,
"GR-C-000541","Class C Grower – License","Root Weaver, LLC","3129 E Laketon AVE, Muskegon MI 49442","07/30/2025","Closed",,"Public Documents Available",
"PC-000492","Provisioning Center - License","Exclusive Kalamazoo","937 Foster AVE, Kalamazoo MI 49048","07/30/2023","Closed","Approved","Public Documents Available",
"GR-C-000152","Class C Grower – License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2026","Closed",,"Public Documents Available",
"GR-C-000151","Class C Grower – License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2026","Closed",,"Public Documents Available",
"GR-C-000150","Class C Grower – License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2026","Closed",,"Public Documents Available",
"ERG-002358","Entity Prequalification","RR Process, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000525","Class C Grower – License","Tend.Harvest.Cultivate.","1213 Phillips Ave SW, Grand Rapids MI 49507","07/16/2026","Active",,,
"GR-C-000505","Class C Grower – License","Symponia Farms Inc.","1140 Harmonia RD, Battle Creek MI 49037","07/29/2022","Closed",,,
"ST-000055","Secure Transporter - License","VetForce, Inc.","1601 College Ave SE, Grand Rapids MI 49507","07/28/2022","Closed",,"Public Documents Available",
"PC-000493","Provisioning Center - License","Morenci Brothers Holding Group LLC","356 Munson AVE, Traverse City MI 49686","09/09/2021","Closed",,,
